text,label,processed_text,token_count
"Eleven Killed in Baghdad Bombings. Car bombers struck twice in rapid succession in the Iraqi capital today, killing at least 11 people including an American soldier and wounding at least 16.",World,eleven kill in baghdad bombing car bomber strike twice in rapid succession in the iraqi capital today kill at least people include an american soldier and wound at least,29
"Something about Harry. You could be forgiven for thinking a military coup has just taken place on the south coast of England. Sven Goran Eriksson, Rupert Lowe and some other bloke.",Sports,something about harry you could be forgive for think military coup have just take place on the south coast of england sven goran eriksson rupert lowe and some other bloke,30
"Freescale announces dual-core PowerPC processor. SHANGHAI - While much has been made of efforts by Advanced Micro Devices Inc. and Intel Corp. to bring dual-core processors to PCs and servers, Freescale Semiconductor Inc. announced Tuesday at a conference in Frankfurt, Germany, details of a dual-core PowerPC processor designed for embedded applications, such as networking and storage.",Sci_Tech,freescale announce dual core powerpc processor shanghai while much have be make of effort by advanced micro devices inc and intel corp to bring dual core processor to pc and server freescale semiconductor inc announce tuesday at conference in frankfurt germany detail of dual core powerpc processor design for embed application such as networking and storage,56
British foreign minister arrives in troubled Darfur (AFP). AFP - British Foreign Secretary Jack Straw arrived in Sudan's violence-plagued western region of Darfur to see the plight of refugees driven from their homes by state-sponsored militias.,World,british foreign minister arrive in troubled darfur afp afp british foreign secretary jack straw arrive in sudan violence plague western region of darfur to see the plight of refugee drive from their home by state sponsor militia,37
"Gates, UNESCO Sign Computer Access Deal. Microsoft Corp. chairman Bill Gates, left, shakes hands with UNESCO secretary-general Koichiro Matsuura prior to their press conference at the UNESCO headquarters in Paris Wednesday, Nov. 17, 2004, after signing",Sci_Tech,gates unesco sign computer access deal microsoft corp chairman bill gate leave shake hand with unesco secretary general koichiro matsuura prior to their press conference at the unesco headquarters in paris wednesday nov after sign,35
Oracle has patch day. DATABASE COMPANY Oracle is trying to liven up the sleepy and dull database industry by having a patch day.,Sci_Tech,oracle have patch day database company oracle be try to liven up the sleepy and dull database industry by have patch day,22
"California sets tougher fuel standards. Entering an area of pollution regulation that had been solely the federal government #39;s job, California regulators Thursday set fuel standards for watercraft and locomotives",Sci_Tech,california set tough fuel standard enter an area of pollution regulation that have be solely the federal government job california regulator thursday set fuel standard for watercraft and locomotive,29
"#39;Next Sunday #39; keeps Parcells motivated. By lunchtime Thursday, Bill Parcells already had five voice mails from friends, all with pretty much the same message. quot;They #39;re saying, Hang in there.",Sports,next sunday keep parcell motivate by lunchtime thursday bill parcell already have five voice mail from friend all with pretty much the same message they re say hang in there,30
"Web Gaming Changes Social Interactions. Not so long ago, in a galaxy not so far away, Chip Collier was on a mission. ""I really gotta stop bleeding and dying,"" the 24-year old said as he slouched in front of his computer in his ninth-floor Chicago apartment. ""I'm really horrible about not paying attention to my battle fatigue.""",Sci_Tech,web gaming change social interaction not so long ago in galaxy not so far away chip collier be on mission really get to stop bleed and die the year old say as he slouch in front of his computer in his ninth floor chicago apartment really horrible about not pay attention to my battle fatigue,55
Browns #39; Warren warned by NFL over Roethlisberger comment. The NFL warned Browns defensive tackle Gerard Warren for comments he made about trying to hit Pittsburgh quarterback Ben Roethlisberger in the head in Sunday #39;s game.,Sports,browns warren warn by nfl over roethlisberger comment the nfl warn browns defensive tackle gerard warren for comment he make about try to hit pittsburgh quarterback ben roethlisberger in the head in sunday game,34
"Ideas Stolen Right From Nature. Nature is pretty good at solving engineering problems, so designers are increasingly turning to biomimetics to improve their products and ideas. By Rowan Hooper.",Sci_Tech,idea steal right from nature nature be pretty good at solve engineering problem so designer be increasingly turn to biomimetic to improve their product and idea by rowan hooper,29
No. 5 Illini hammer No. 1 Demon Deacons. Illinois #39; lead peaks at 32 points as it extends home streak to 35 victories over nonconference opponents. The Atlantic Coast Conference has won its five previous challenges with the Big Ten by an aggregate 27-17 record.,Sports,no illini hammer no demon deacon illinois lead peak at point as it extend home streak to victory over nonconference opponent the atlantic coast conference have win its five previous challenge with the big ten by an aggregate record,39
Eagles Continue to Dominate NFC East (AP). AP - The Philadelphia Eagles clinched the NFC East again. Big deal #151; they did that before the season started.,Sports,eagle continue to dominate nfc east the philadelphia eagle clinch the nfc east again big deal they do that before the season start,23
